Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Upside-down pull-up,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,"A moderately rated exercise targeting the Middle Back using other. Upside-down pull-up is designed to improve strength, flexibility, and endurance."
Reverse Barbell Preacher Curls,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,"A moderately rated exercise targeting the Biceps using e-z curl bar. Reverse Barbell Preacher Curls is designed to improve strength, flexibility, and endurance."
Close-grip EZ-bar bench press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,8.8,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Incline Push-Up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Chest using body only. Incline Push-Up is designed to improve strength, flexibility, and endurance."
Hyperextensions With No Hyperextension Bench,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Lower Back using body only. Hyperextensions With No Hyperextension Bench is designed to improve strength, flexibility, and endurance."
Dumbbell front raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13d-dumbbell-front-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Shoulders using dumbbell. Dumbbell front raise is designed to improve strength, flexibility, and endurance."
Parallel Bar Dip,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1m-triceps-dip-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Triceps using body only. Parallel Bar Dip is designed to improve strength, flexibility, and endurance."
Stairmaster,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-51m-stair-climber-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"A moderately rated exercise targeting the Quadriceps using machine. Stairmaster is designed to improve strength, flexibility, and endurance."
Double Leg Butt Kick,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/778/Male/m/778_2.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/finder,,8.8,"A moderately rated exercise targeting the Quadriceps using nan. Double Leg Butt Kick is designed to improve strength, flexibility, and endurance."
Groiners,,,https://www.bodybuilding.com/exercises/muscle/adductors,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Adductors using body only. Groiners is designed to improve strength, flexibility, and endurance."
Neck Press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"A moderately rated exercise targeting the Chest using barbell. Neck Press is designed to improve strength, flexibility, and endurance."
Broad jump,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Quadriceps using body only. Broad jump is designed to improve strength, flexibility, and endurance."
Machine Squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
V-bar pull-up,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-140c-v-bar-pull-up-m1-crop-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/finder,,8.8,"A moderately rated exercise targeting the Lats using nan. V-bar pull-up is designed to improve strength, flexibility, and endurance."
Ring dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Triceps using body only. Ring dip is designed to improve strength, flexibility, and endurance."
Standing One-Arm Cable Curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,"A moderately rated exercise targeting the Biceps using cable. Standing One-Arm Cable Curl is designed to improve strength, flexibility, and endurance."
Burpee,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-38a-burpee-m4-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Quadriceps using body only. Burpee is designed to improve strength, flexibility, and endurance."
Double-arm triceps kick-back,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75d-double-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Triceps using dumbbell. Double-arm triceps kick-back is designed to improve strength, flexibility, and endurance."
Dumbbell reverse lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83d-dumbbell-reverse-lunge-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Quadriceps using dumbbell. Dumbbell reverse lunge is designed to improve strength, flexibility, and endurance."
Seated Calf Raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-13m-machine-seated-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,"A moderately rated exercise targeting the Calves using machine. Seated Calf Raise is designed to improve strength, flexibility, and endurance."
Standing dumbbell shrug,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-115d-standing-dumbbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Traps using dumbbell. Standing dumbbell shrug is designed to improve strength, flexibility, and endurance."
Calf Press On The Leg Press Machine,,,https://www.bodybuilding.com/exercises/muscle/calves,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,"A moderately rated exercise targeting the Calves using machine. Calf Press On The Leg Press Machine is designed to improve strength, flexibility, and endurance."
Barbell step-up,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Quadriceps using barbell. Barbell step-up is designed to improve strength, flexibility, and endurance."
Feet-elevated bench dip,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Triceps using body only. Feet-elevated bench dip is designed to improve strength, flexibility, and endurance."
Bent Over Barbell Row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Middle Back using barbell. Bent Over Barbell Row is designed to improve strength, flexibility, and endurance."
Crunches,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Abdominals using body only. Crunches is designed to improve strength, flexibility, and endurance."
Dumbbell Alternate Bicep Curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Biceps using dumbbell. Dumbbell Alternate Bicep Curl is designed to improve strength, flexibility, and endurance."
Bent-over dumbbell rear delt row,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Shoulders using dumbbell. Bent-over dumbbell rear delt row is designed to improve strength, flexibility, and endurance."
External Rotation with Cable,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/finder,Cables,8.7,"A moderately rated exercise targeting the Shoulders using cables. External Rotation with Cable is designed to improve strength, flexibility, and endurance."
Handstand push-up,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Shoulders using body only. Handstand push-up is designed to improve strength, flexibility, and endurance."
Single-arm dumbbell preacher curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-53s-single-arm-dumbbell-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Biceps using dumbbell. Single-arm dumbbell preacher curl is designed to improve strength, flexibility, and endurance."
Step-up with knee raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Glutes using body only. Step-up with knee raise is designed to improve strength, flexibility, and endurance."
Smith machine back squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18t-smith-machine-back-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Incline dumbbell front raise,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Shoulders using dumbbell. Incline dumbbell front raise is designed to improve strength, flexibility, and endurance."
Alternate Incline Dumbbell Curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"Stand with feet shoulder-width, hold dumbbells with palms facing forward, and curl towards your shoulders. Keep elbows stationary."
Standing dumbbell upright row,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-125d-standing-dumbbell-upright-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Traps using dumbbell. Standing dumbbell upright row is designed to improve strength, flexibility, and endurance."
Single-arm cable front raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42c-single-arm-cable-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,"A moderately rated exercise targeting the Shoulders using cable. Single-arm cable front raise is designed to improve strength, flexibility, and endurance."
Two-Arm Kettlebell Military Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,"A moderately rated exercise targeting the Shoulders using kettlebells. Two-Arm Kettlebell Military Press is designed to improve strength, flexibility, and endurance."
Incline cable chest press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,"A moderately rated exercise targeting the Chest using cable. Incline cable chest press is designed to improve strength, flexibility, and endurance."
Rope climb,,,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Lats using body only. Rope climb is designed to improve strength, flexibility, and endurance."
Single-arm dumbbell preacher curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Biceps using dumbbell. Single-arm dumbbell preacher curl is designed to improve strength, flexibility, and endurance."
Step-up with knee raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Glutes using body only. Step-up with knee raise is designed to improve strength, flexibility, and endurance."
Incline dumbbell front raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Shoulders using dumbbell. Incline dumbbell front raise is designed to improve strength, flexibility, and endurance."
Rope climb,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Lats using body only. Rope climb is designed to improve strength, flexibility, and endurance."
Trail Running/Walking,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Quadriceps using body only. Trail Running/Walking is designed to improve strength, flexibility, and endurance."
Standing Bradford press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Shoulders using barbell. Standing Bradford press is designed to improve strength, flexibility, and endurance."
Neutral-grip dumbbell bench press,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Cable Chest Press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,"A moderately rated exercise targeting the Chest using cable. Cable Chest Press is designed to improve strength, flexibility, and endurance."
Standing concentration curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.7,"A moderately rated exercise targeting the Biceps using dumbbell. Standing concentration curl is designed to improve strength, flexibility, and endurance."
Wide-Grip Rear Pull-Up,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Lats using body only. Wide-Grip Rear Pull-Up is designed to improve strength, flexibility, and endurance."
Kettlebell pass-through lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,"A moderately rated exercise targeting the Hamstrings using kettlebells. Kettlebell pass-through lunge is designed to improve strength, flexibility, and endurance."
Hands-elevated push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.7,"A moderately rated exercise targeting the Chest using body only. Hands-elevated push-up is designed to improve strength, flexibility, and endurance."
Deadlift with Bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Straight-arm rope pull-down,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,"A moderately rated exercise targeting the Lats using cable. Straight-arm rope pull-down is designed to improve strength, flexibility, and endurance."
Barbell Shoulder Press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Shoulders using barbell. Barbell Shoulder Press is designed to improve strength, flexibility, and endurance."
Power clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Hamstrings using barbell. Power clean is designed to improve strength, flexibility, and endurance."
Hang Snatch,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Hamstrings using barbell. Hang Snatch is designed to improve strength, flexibility, and endurance."
Kettlebell sumo deadlift high pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Calf-Machine Shoulder Shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Shoulders,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,"A moderately rated exercise targeting the Traps using machine. Calf-Machine Shoulder Shrug is designed to improve strength, flexibility, and endurance."
Bench Press - Powerlifting,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Rocking Standing Calf Raise,,,https://www.bodybuilding.com/exercises/muscle/calves,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Calves using barbell. Rocking Standing Calf Raise is designed to improve strength, flexibility, and endurance."
Goblet Squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Behind-the-head skullcrusher,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,"A moderately rated exercise targeting the Triceps using barbell. Behind-the-head skullcrusher is designed to improve strength, flexibility, and endurance."
Reverse Cable Curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,"A moderately rated exercise targeting the Biceps using cable. Reverse Cable Curl is designed to improve strength, flexibility, and endurance."
Dumbbell side bend,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"A moderately rated exercise targeting the Abdominals using dumbbell. Dumbbell side bend is designed to improve strength, flexibility, and endurance."
Lat pull-down,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-72c-lat-pull-down-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,"A moderately rated exercise targeting the Lats using cable. Lat pull-down is designed to improve strength, flexibility, and endurance."
Side Lateral Raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"A moderately rated exercise targeting the Shoulders using dumbbell. Side Lateral Raise is designed to improve strength, flexibility, and endurance."
Alternating incline dumbbell biceps curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"A moderately rated exercise targeting the Biceps using dumbbell. Alternating incline dumbbell biceps curl is designed to improve strength, flexibility, and endurance."
Kettlebell One-Legged Deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4k-single-leg-kettlebell-deadlift-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Alternate Hammer Curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,"A moderately rated exercise targeting the Biceps using dumbbell. Alternate Hammer Curl is designed to improve strength, flexibility, and endurance."
Decline Push-Up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,"A moderately rated exercise targeting the Chest using body only. Decline Push-Up is designed to improve strength, flexibility, and endurance."
Captain's chair knee raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,"A moderately rated exercise targeting the Abdominals using other. Captain's chair knee raise is designed to improve strength, flexibility, and endurance."
